epoch,train_loss,val_loss,train_prec1,val_prec1,train_prec5,val_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
163,"tensor(0.0284, device='cuda:0')","tensor(0.3895, device='cuda:0')","tensor(99.0760, device='cuda:0')","tensor(90.8200, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.6100, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
164,"tensor(0.0303, device='cuda:0')","tensor(0.3730, device='cuda:0')","tensor(99.0460, device='cuda:0')","tensor(91.1900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6000, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
165,"tensor(0.0289, device='cuda:0')","tensor(0.3731, device='cuda:0')","tensor(99.0600, device='cuda:0')","tensor(91.1400, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.5800, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
166,"tensor(0.0283, device='cuda:0')","tensor(0.3755, device='cuda:0')","tensor(99.0580, device='cuda:0')","tensor(91.1500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6900, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
167,"tensor(0.0283, device='cuda:0')","tensor(0.3814, device='cuda:0')","tensor(99.0580, device='cuda:0')","tensor(91.2600, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.6600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
168,"tensor(0.0267, device='cuda:0')","tensor(0.3734, device='cuda:0')","tensor(99.1100, device='cuda:0')","tensor(91.1800, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.6000, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
169,"tensor(0.0273, device='cuda:0')","tensor(0.3753, device='cuda:0')","tensor(99.1140, device='cuda:0')","tensor(91.1700, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
170,"tensor(0.0281, device='cuda:0')","tensor(0.3774, device='cuda:0')","tensor(99.0500, device='cuda:0')","tensor(90.9600, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.6600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
171,"tensor(0.0296, device='cuda:0')","tensor(0.3744, device='cuda:0')","tensor(99.0540, device='cuda:0')","tensor(91.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
172,"tensor(0.0279, device='cuda:0')","tensor(0.3903, device='cuda:0')","tensor(99.0340, device='cuda:0')","tensor(91.2000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
173,"tensor(0.0264, device='cuda:0')","tensor(0.3839, device='cuda:0')","tensor(99.1440, device='cuda:0')","tensor(90.9400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
174,"tensor(0.0284, device='cuda:0')","tensor(0.3874, device='cuda:0')","tensor(99.0960, device='cuda:0')","tensor(90.8200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5900, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
175,"tensor(0.0269, device='cuda:0')","tensor(0.3798, device='cuda:0')","tensor(99.1420, device='cuda:0')","tensor(91.0900, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.5900, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
176,"tensor(0.0266, device='cuda:0')","tensor(0.3774, device='cuda:0')","tensor(99.1400, device='cuda:0')","tensor(91.1000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6000, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
177,"tensor(0.0277, device='cuda:0')","tensor(0.3798, device='cuda:0')","tensor(99.0400, device='cuda:0')","tensor(91.1400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6500, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
178,"tensor(0.0272, device='cuda:0')","tensor(0.3818, device='cuda:0')","tensor(99.1400, device='cuda:0')","tensor(91.1300, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.6500, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
179,"tensor(0.0260, device='cuda:0')","tensor(0.3777, device='cuda:0')","tensor(99.1280, device='cuda:0')","tensor(91.2600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6300, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
180,"tensor(0.0283, device='cuda:0')","tensor(0.3710, device='cuda:0')","tensor(99.0580, device='cuda:0')","tensor(91.2700, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6600, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
181,"tensor(0.0265, device='cuda:0')","tensor(0.3785, device='cuda:0')","tensor(99.1120, device='cuda:0')","tensor(91.3100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6200, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
182,"tensor(0.0281, device='cuda:0')","tensor(0.3653, device='cuda:0')","tensor(99.1160, device='cuda:0')","tensor(91.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
183,"tensor(0.0272, device='cuda:0')","tensor(0.3807, device='cuda:0')","tensor(99.0860, device='cuda:0')","tensor(91.0600, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.6400, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
184,"tensor(0.0272, device='cuda:0')","tensor(0.3855, device='cuda:0')","tensor(99.0920, device='cuda:0')","tensor(91.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6400, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
185,"tensor(0.0259, device='cuda:0')","tensor(0.3778, device='cuda:0')","tensor(99.1400, device='cuda:0')","tensor(91.2600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6100, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
186,"tensor(0.0263, device='cuda:0')","tensor(0.3723, device='cuda:0')","tensor(99.1220, device='cuda:0')","tensor(91.1800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6200, device='cuda:0')",133,"tensor(91.4400, device='cuda:0')",0,0.0
187,"tensor(0.0263, device='cuda:0')","tensor(0.3628, device='cuda:0')","tensor(99.1220, device='cuda:0')","tensor(91.4600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
188,"tensor(0.0265, device='cuda:0')","tensor(0.3845, device='cuda:0')","tensor(99.1140, device='cuda:0')","tensor(91.1600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6200, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
189,"tensor(0.0251, device='cuda:0')","tensor(0.3898, device='cuda:0')","tensor(99.1560, device='cuda:0')","tensor(91.0800, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.5700, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
190,"tensor(0.0263, device='cuda:0')","tensor(0.3694, device='cuda:0')","tensor(99.1220, device='cuda:0')","tensor(91.3200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6300, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
191,"tensor(0.0251, device='cuda:0')","tensor(0.3812, device='cuda:0')","tensor(99.1800, device='cuda:0')","tensor(91.1800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6000, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
192,"tensor(0.0261, device='cuda:0')","tensor(0.3851, device='cuda:0')","tensor(99.1720, device='cuda:0')","tensor(91.3500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
193,"tensor(0.0255, device='cuda:0')","tensor(0.3613, device='cuda:0')","tensor(99.1660, device='cuda:0')","tensor(91.3800, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.7100, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
194,"tensor(0.0240, device='cuda:0')","tensor(0.3769, device='cuda:0')","tensor(99.2040, device='cuda:0')","tensor(91.2300, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.6000, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
195,"tensor(0.0250, device='cuda:0')","tensor(0.3878, device='cuda:0')","tensor(99.1700, device='cuda:0')","tensor(90.9500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
196,"tensor(0.0252, device='cuda:0')","tensor(0.3818, device='cuda:0')","tensor(99.1640, device='cuda:0')","tensor(91.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.6000, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
197,"tensor(0.0260, device='cuda:0')","tensor(0.3903, device='cuda:0')","tensor(99.1320, device='cuda:0')","tensor(91.2300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
198,"tensor(0.0264, device='cuda:0')","tensor(0.3786, device='cuda:0')","tensor(99.1300, device='cuda:0')","tensor(91.3300, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.5800, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
199,"tensor(0.0256, device='cuda:0')","tensor(0.3798, device='cuda:0')","tensor(99.1820, device='cuda:0')","tensor(91.2900, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.6100, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
200,"tensor(0.0263, device='cuda:0')","tensor(0.3772, device='cuda:0')","tensor(99.0920, device='cuda:0')","tensor(91.0800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5900, device='cuda:0')",187,"tensor(91.4600, device='cuda:0')",0,0.0
