epoch,train_loss,val_loss,train_prec1,val_prec1,train_prec5,val_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
32,"tensor(0.8449, device='cuda:0')","tensor(1.3063, device='cuda:0')","tensor(71.0940, device='cuda:0')","tensor(55.6500, device='cuda:0')","tensor(97.8560, device='cuda:0')","tensor(95.2000, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
33,"tensor(0.8314, device='cuda:0')","tensor(1.1977, device='cuda:0')","tensor(71.5300, device='cuda:0')","tensor(61.3500, device='cuda:0')","tensor(97.8460, device='cuda:0')","tensor(93.8400, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
34,"tensor(0.8197, device='cuda:0')","tensor(1.1628, device='cuda:0')","tensor(72.3900, device='cuda:0')","tensor(61.1900, device='cuda:0')","tensor(98.0100, device='cuda:0')","tensor(95.8100, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
35,"tensor(0.8116, device='cuda:0')","tensor(0.9712, device='cuda:0')","tensor(72.3820, device='cuda:0')","tensor(66.4900, device='cuda:0')","tensor(97.9640, device='cuda:0')","tensor(96.9700, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
36,"tensor(0.8029, device='cuda:0')","tensor(0.9696, device='cuda:0')","tensor(72.8220, device='cuda:0')","tensor(66.9200, device='cuda:0')","tensor(98.0220, device='cuda:0')","tensor(97.3400, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
37,"tensor(0.7908, device='cuda:0')","tensor(1.3546, device='cuda:0')","tensor(73.3080, device='cuda:0')","tensor(57.3400, device='cuda:0')","tensor(98.0480, device='cuda:0')","tensor(92.6500, device='cuda:0')",31,"tensor(69.8700, device='cuda:0')",0,0.0
38,"tensor(0.7843, device='cuda:0')","tensor(0.8410, device='cuda:0')","tensor(73.3340, device='cuda:0')","tensor(71.4600, device='cuda:0')","tensor(98.0960, device='cuda:0')","tensor(97.7000, device='cuda:0')",38,"tensor(71.4600, device='cuda:0')",0,0.0
39,"tensor(0.7700, device='cuda:0')","tensor(1.0120, device='cuda:0')","tensor(73.8520, device='cuda:0')","tensor(65.2200, device='cuda:0')","tensor(98.1760, device='cuda:0')","tensor(97.0300, device='cuda:0')",38,"tensor(71.4600, device='cuda:0')",0,0.0
40,"tensor(0.7728, device='cuda:0')","tensor(0.9765, device='cuda:0')","tensor(73.8340, device='cuda:0')","tensor(67.4400, device='cuda:0')","tensor(98.1540, device='cuda:0')","tensor(96.6500, device='cuda:0')",38,"tensor(71.4600, device='cuda:0')",0,0.0
41,"tensor(0.7507, device='cuda:0')","tensor(0.7689, device='cuda:0')","tensor(74.5400, device='cuda:0')","tensor(73.8400, device='cuda:0')","tensor(98.2880, device='cuda:0')","tensor(98.0400, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
42,"tensor(0.7478, device='cuda:0')","tensor(0.8157, device='cuda:0')","tensor(74.6800, device='cuda:0')","tensor(72.8200, device='cuda:0')","tensor(98.2500, device='cuda:0')","tensor(97.9000, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
43,"tensor(0.7471, device='cuda:0')","tensor(1.6456, device='cuda:0')","tensor(74.8040, device='cuda:0')","tensor(51.4400, device='cuda:0')","tensor(98.2800, device='cuda:0')","tensor(88.3600, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
44,"tensor(0.7404, device='cuda:0')","tensor(1.0923, device='cuda:0')","tensor(75.0900, device='cuda:0')","tensor(63.1900, device='cuda:0')","tensor(98.3120, device='cuda:0')","tensor(96.0100, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
45,"tensor(0.7309, device='cuda:0')","tensor(0.9910, device='cuda:0')","tensor(75.3880, device='cuda:0')","tensor(66.3000, device='cuda:0')","tensor(98.3760, device='cuda:0')","tensor(97.3400, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
46,"tensor(0.7283, device='cuda:0')","tensor(0.8625, device='cuda:0')","tensor(75.3240, device='cuda:0')","tensor(70.7900, device='cuda:0')","tensor(98.3460, device='cuda:0')","tensor(97.8300, device='cuda:0')",41,"tensor(73.8400, device='cuda:0')",0,0.0
47,"tensor(0.7222, device='cuda:0')","tensor(0.7452, device='cuda:0')","tensor(75.7700, device='cuda:0')","tensor(75.1200, device='cuda:0')","tensor(98.4000, device='cuda:0')","tensor(98.1100, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
48,"tensor(0.7166, device='cuda:0')","tensor(0.8491, device='cuda:0')","tensor(76.0060, device='cuda:0')","tensor(71.1200, device='cuda:0')","tensor(98.4220, device='cuda:0')","tensor(97.5500, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
49,"tensor(0.7124, device='cuda:0')","tensor(1.0041, device='cuda:0')","tensor(76.2020, device='cuda:0')","tensor(66.8800, device='cuda:0')","tensor(98.3600, device='cuda:0')","tensor(97.0700, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
50,"tensor(0.6999, device='cuda:0')","tensor(0.7965, device='cuda:0')","tensor(76.4540, device='cuda:0')","tensor(73.5300, device='cuda:0')","tensor(98.5220, device='cuda:0')","tensor(97.8200, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
51,"tensor(0.6947, device='cuda:0')","tensor(0.9143, device='cuda:0')","tensor(76.5680, device='cuda:0')","tensor(68.6000, device='cuda:0')","tensor(98.5900, device='cuda:0')","tensor(97.5300, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
52,"tensor(0.6914, device='cuda:0')","tensor(0.8823, device='cuda:0')","tensor(76.7760, device='cuda:0')","tensor(70.3800, device='cuda:0')","tensor(98.4100, device='cuda:0')","tensor(97.3500, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
53,"tensor(0.6899, device='cuda:0')","tensor(0.7747, device='cuda:0')","tensor(76.8440, device='cuda:0')","tensor(73.2800, device='cuda:0')","tensor(98.5300, device='cuda:0')","tensor(98.1200, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
54,"tensor(0.6823, device='cuda:0')","tensor(0.9967, device='cuda:0')","tensor(77.1420, device='cuda:0')","tensor(67.5200, device='cuda:0')","tensor(98.6080, device='cuda:0')","tensor(96.1200, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
55,"tensor(0.6778, device='cuda:0')","tensor(0.8957, device='cuda:0')","tensor(77.2900, device='cuda:0')","tensor(69.7400, device='cuda:0')","tensor(98.6060, device='cuda:0')","tensor(97.6900, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
56,"tensor(0.6793, device='cuda:0')","tensor(0.8995, device='cuda:0')","tensor(77.3260, device='cuda:0')","tensor(70.4400, device='cuda:0')","tensor(98.6160, device='cuda:0')","tensor(97.2000, device='cuda:0')",47,"tensor(75.1200, device='cuda:0')",0,0.0
57,"tensor(0.6698, device='cuda:0')","tensor(0.7345, device='cuda:0')","tensor(77.6300, device='cuda:0')","tensor(75.6600, device='cuda:0')","tensor(98.6060, device='cuda:0')","tensor(98.1600, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
58,"tensor(0.6728, device='cuda:0')","tensor(0.7199, device='cuda:0')","tensor(77.5680, device='cuda:0')","tensor(75.6000, device='cuda:0')","tensor(98.6720, device='cuda:0')","tensor(98.4500, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
59,"tensor(0.6616, device='cuda:0')","tensor(0.7815, device='cuda:0')","tensor(77.8160, device='cuda:0')","tensor(73.3100, device='cuda:0')","tensor(98.6740, device='cuda:0')","tensor(98.4300, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
60,"tensor(0.6673, device='cuda:0')","tensor(0.7558, device='cuda:0')","tensor(77.6540, device='cuda:0')","tensor(74.4900, device='cuda:0')","tensor(98.5680, device='cuda:0')","tensor(98.2600, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
61,"tensor(0.6611, device='cuda:0')","tensor(0.8773, device='cuda:0')","tensor(77.8540, device='cuda:0')","tensor(71.5400, device='cuda:0')","tensor(98.6760, device='cuda:0')","tensor(97.4200, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
62,"tensor(0.6457, device='cuda:0')","tensor(0.7792, device='cuda:0')","tensor(78.3040, device='cuda:0')","tensor(74.2300, device='cuda:0')","tensor(98.7500, device='cuda:0')","tensor(97.7200, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
63,"tensor(0.6498, device='cuda:0')","tensor(0.7963, device='cuda:0')","tensor(78.3640, device='cuda:0')","tensor(73.9400, device='cuda:0')","tensor(98.7660, device='cuda:0')","tensor(97.4100, device='cuda:0')",57,"tensor(75.6600, device='cuda:0')",0,0.0
64,"tensor(0.6380, device='cuda:0')","tensor(0.6975, device='cuda:0')","tensor(78.5760, device='cuda:0')","tensor(76.8500, device='cuda:0')","tensor(98.7280, device='cuda:0')","tensor(98.2900, device='cuda:0')",64,"tensor(76.8500, device='cuda:0')",0,0.0
65,"tensor(0.6459, device='cuda:0')","tensor(0.8274, device='cuda:0')","tensor(78.4000, device='cuda:0')","tensor(72.3900, device='cuda:0')","tensor(98.7300, device='cuda:0')","tensor(97.7500, device='cuda:0')",64,"tensor(76.8500, device='cuda:0')",0,0.0
66,"tensor(0.6417, device='cuda:0')","tensor(0.6653, device='cuda:0')","tensor(78.4980, device='cuda:0')","tensor(77.4600, device='cuda:0')","tensor(98.7720, device='cuda:0')","tensor(98.6600, device='cuda:0')",66,"tensor(77.4600, device='cuda:0')",0,0.0
67,"tensor(0.6377, device='cuda:0')","tensor(0.6731, device='cuda:0')","tensor(78.6040, device='cuda:0')","tensor(77.4800, device='cuda:0')","tensor(98.7840, device='cuda:0')","tensor(98.5700, device='cuda:0')",67,"tensor(77.4800, device='cuda:0')",0,0.0
68,"tensor(0.6307, device='cuda:0')","tensor(0.6909, device='cuda:0')","tensor(78.8640, device='cuda:0')","tensor(76.9300, device='cuda:0')","tensor(98.8460, device='cuda:0')","tensor(98.3000, device='cuda:0')",67,"tensor(77.4800, device='cuda:0')",0,0.0
69,"tensor(0.6254, device='cuda:0')","tensor(0.6587, device='cuda:0')","tensor(79.2460, device='cuda:0')","tensor(78.0300, device='cuda:0')","tensor(98.8180, device='cuda:0')","tensor(98.6200, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
70,"tensor(0.6275, device='cuda:0')","tensor(0.7424, device='cuda:0')","tensor(78.9500, device='cuda:0')","tensor(75.1900, device='cuda:0')","tensor(98.8320, device='cuda:0')","tensor(98.3900, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
71,"tensor(0.6208, device='cuda:0')","tensor(0.7483, device='cuda:0')","tensor(79.2260, device='cuda:0')","tensor(74.8500, device='cuda:0')","tensor(98.8100, device='cuda:0')","tensor(98.3700, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
72,"tensor(0.6255, device='cuda:0')","tensor(0.6742, device='cuda:0')","tensor(79.2700, device='cuda:0')","tensor(77.4000, device='cuda:0')","tensor(98.8400, device='cuda:0')","tensor(98.5300, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
73,"tensor(0.6155, device='cuda:0')","tensor(0.7414, device='cuda:0')","tensor(79.5400, device='cuda:0')","tensor(74.9000, device='cuda:0')","tensor(98.8720, device='cuda:0')","tensor(98.4400, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
74,"tensor(0.6147, device='cuda:0')","tensor(0.6641, device='cuda:0')","tensor(79.5280, device='cuda:0')","tensor(77.8100, device='cuda:0')","tensor(98.8780, device='cuda:0')","tensor(98.6500, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
75,"tensor(0.6193, device='cuda:0')","tensor(0.7177, device='cuda:0')","tensor(79.4120, device='cuda:0')","tensor(76.1700, device='cuda:0')","tensor(98.8340, device='cuda:0')","tensor(98.2900, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
76,"tensor(0.6102, device='cuda:0')","tensor(0.7978, device='cuda:0')","tensor(79.7640, device='cuda:0')","tensor(73.5100, device='cuda:0')","tensor(98.7960, device='cuda:0')","tensor(97.9700, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
77,"tensor(0.6177, device='cuda:0')","tensor(0.9016, device='cuda:0')","tensor(79.4900, device='cuda:0')","tensor(70.3000, device='cuda:0')","tensor(98.8640, device='cuda:0')","tensor(96.8400, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
78,"tensor(0.6045, device='cuda:0')","tensor(0.6985, device='cuda:0')","tensor(79.8760, device='cuda:0')","tensor(76.9800, device='cuda:0')","tensor(98.8940, device='cuda:0')","tensor(98.2600, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
79,"tensor(0.6068, device='cuda:0')","tensor(0.6781, device='cuda:0')","tensor(79.8260, device='cuda:0')","tensor(77.3000, device='cuda:0')","tensor(98.8820, device='cuda:0')","tensor(98.5900, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
80,"tensor(0.6001, device='cuda:0')","tensor(0.8126, device='cuda:0')","tensor(79.9900, device='cuda:0')","tensor(73.2000, device='cuda:0')","tensor(98.9200, device='cuda:0')","tensor(97.8200, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
81,"tensor(0.6003, device='cuda:0')","tensor(0.6938, device='cuda:0')","tensor(79.9760, device='cuda:0')","tensor(77.2400, device='cuda:0')","tensor(98.8840, device='cuda:0')","tensor(98.4000, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
82,"tensor(0.5994, device='cuda:0')","tensor(0.6747, device='cuda:0')","tensor(79.9540, device='cuda:0')","tensor(77.5500, device='cuda:0')","tensor(98.8960, device='cuda:0')","tensor(98.7100, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
83,"tensor(0.5970, device='cuda:0')","tensor(0.7258, device='cuda:0')","tensor(80.2320, device='cuda:0')","tensor(75.8700, device='cuda:0')","tensor(98.9260, device='cuda:0')","tensor(98.1900, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
84,"tensor(0.5967, device='cuda:0')","tensor(0.7322, device='cuda:0')","tensor(80.2620, device='cuda:0')","tensor(76.4200, device='cuda:0')","tensor(98.9100, device='cuda:0')","tensor(97.8400, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
85,"tensor(0.5901, device='cuda:0')","tensor(0.7679, device='cuda:0')","tensor(80.3540, device='cuda:0')","tensor(75.0500, device='cuda:0')","tensor(98.9120, device='cuda:0')","tensor(97.6800, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
86,"tensor(0.5908, device='cuda:0')","tensor(0.8390, device='cuda:0')","tensor(80.3780, device='cuda:0')","tensor(72.4200, device='cuda:0')","tensor(98.9940, device='cuda:0')","tensor(97.7600, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
87,"tensor(0.5891, device='cuda:0')","tensor(0.6877, device='cuda:0')","tensor(80.3840, device='cuda:0')","tensor(76.8700, device='cuda:0')","tensor(98.9300, device='cuda:0')","tensor(98.6300, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
88,"tensor(0.5831, device='cuda:0')","tensor(0.6778, device='cuda:0')","tensor(80.6300, device='cuda:0')","tensor(77.5300, device='cuda:0')","tensor(99.0100, device='cuda:0')","tensor(98.6300, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
89,"tensor(0.5856, device='cuda:0')","tensor(0.6855, device='cuda:0')","tensor(80.4280, device='cuda:0')","tensor(77.5200, device='cuda:0')","tensor(99.0360, device='cuda:0')","tensor(98.3300, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
90,"tensor(0.5861, device='cuda:0')","tensor(0.6711, device='cuda:0')","tensor(80.6020, device='cuda:0')","tensor(77.4300, device='cuda:0')","tensor(98.9200, device='cuda:0')","tensor(98.7100, device='cuda:0')",69,"tensor(78.0300, device='cuda:0')",0,0.0
91,"tensor(0.5818, device='cuda:0')","tensor(0.6622, device='cuda:0')","tensor(80.7840, device='cuda:0')","tensor(78.1800, device='cuda:0')","tensor(98.8880, device='cuda:0')","tensor(98.6700, device='cuda:0')",91,"tensor(78.1800, device='cuda:0')",0,0.0
92,"tensor(0.5836, device='cuda:0')","tensor(0.6617, device='cuda:0')","tensor(80.6720, device='cuda:0')","tensor(78.4400, device='cuda:0')","tensor(98.9380, device='cuda:0')","tensor(98.5200, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
93,"tensor(0.5763, device='cuda:0')","tensor(0.6661, device='cuda:0')","tensor(80.7600, device='cuda:0')","tensor(77.7000, device='cuda:0')","tensor(99.0160, device='cuda:0')","tensor(98.6000, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
94,"tensor(0.5807, device='cuda:0')","tensor(0.7015, device='cuda:0')","tensor(80.6820, device='cuda:0')","tensor(76.5800, device='cuda:0')","tensor(98.9940, device='cuda:0')","tensor(98.2400, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
95,"tensor(0.5792, device='cuda:0')","tensor(0.6628, device='cuda:0')","tensor(80.6560, device='cuda:0')","tensor(78.3900, device='cuda:0')","tensor(99.0260, device='cuda:0')","tensor(98.5300, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
96,"tensor(0.5736, device='cuda:0')","tensor(0.6610, device='cuda:0')","tensor(80.9320, device='cuda:0')","tensor(77.9100, device='cuda:0')","tensor(98.9440, device='cuda:0')","tensor(98.7300, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
97,"tensor(0.5753, device='cuda:0')","tensor(0.6770, device='cuda:0')","tensor(80.9840, device='cuda:0')","tensor(77.3100, device='cuda:0')","tensor(99.0580, device='cuda:0')","tensor(98.4700, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
98,"tensor(0.5716, device='cuda:0')","tensor(0.6688, device='cuda:0')","tensor(81.0140, device='cuda:0')","tensor(78.0900, device='cuda:0')","tensor(99.0440, device='cuda:0')","tensor(98.6700, device='cuda:0')",92,"tensor(78.4400, device='cuda:0')",0,0.0
99,"tensor(0.5664, device='cuda:0')","tensor(0.6348, device='cuda:0')","tensor(81.0660, device='cuda:0')","tensor(79.1300, device='cuda:0')","tensor(99.0560, device='cuda:0')","tensor(98.8000, device='cuda:0')",99,"tensor(79.1300, device='cuda:0')",0,0.0
100,"tensor(0.5705, device='cuda:0')","tensor(0.6444, device='cuda:0')","tensor(81.0580, device='cuda:0')","tensor(78.7600, device='cuda:0')","tensor(99.0320, device='cuda:0')","tensor(98.8700, device='cuda:0')",99,"tensor(79.1300, device='cuda:0')",0,0.0
