epoch,train_loss,val_loss,train_prec1,val_prec1,train_prec5,val_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
30,"tensor(0.2657, device='cuda:0')","tensor(0.4352, device='cuda:0')","tensor(90.7040, device='cuda:0')","tensor(86.2200, device='cuda:0')","tensor(99.8060, device='cuda:0')","tensor(99.3700, device='cuda:0')",30,"tensor(86.2200, device='cuda:0')",0,0.0
31,"tensor(0.2638, device='cuda:0')","tensor(0.4471, device='cuda:0')","tensor(90.7700, device='cuda:0')","tensor(85.9600, device='cuda:0')","tensor(99.8280, device='cuda:0')","tensor(99.4100, device='cuda:0')",30,"tensor(86.2200, device='cuda:0')",0,0.0
32,"tensor(0.2544, device='cuda:0')","tensor(0.4083, device='cuda:0')","tensor(91.1440, device='cuda:0')","tensor(86.5500, device='cuda:0')","tensor(99.8280, device='cuda:0')","tensor(99.5000, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
33,"tensor(0.2510, device='cuda:0')","tensor(0.4295, device='cuda:0')","tensor(91.1120, device='cuda:0')","tensor(86.3700, device='cuda:0')","tensor(99.8320, device='cuda:0')","tensor(99.3100, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
34,"tensor(0.2496, device='cuda:0')","tensor(0.4343, device='cuda:0')","tensor(91.3280, device='cuda:0')","tensor(86.4900, device='cuda:0')","tensor(99.8700, device='cuda:0')","tensor(99.4000, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
35,"tensor(0.2376, device='cuda:0')","tensor(0.4672, device='cuda:0')","tensor(91.7040, device='cuda:0')","tensor(84.9800, device='cuda:0')","tensor(99.8460, device='cuda:0')","tensor(99.4000, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
36,"tensor(0.2350, device='cuda:0')","tensor(0.4310, device='cuda:0')","tensor(91.7800, device='cuda:0')","tensor(86.0900, device='cuda:0')","tensor(99.8560, device='cuda:0')","tensor(99.4900, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
37,"tensor(0.2278, device='cuda:0')","tensor(0.4462, device='cuda:0')","tensor(92.1640, device='cuda:0')","tensor(86.0700, device='cuda:0')","tensor(99.8840, device='cuda:0')","tensor(99.5900, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
38,"tensor(0.2250, device='cuda:0')","tensor(0.4312, device='cuda:0')","tensor(92.1760, device='cuda:0')","tensor(86.4500, device='cuda:0')","tensor(99.8700, device='cuda:0')","tensor(99.4500, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
39,"tensor(0.2237, device='cuda:0')","tensor(0.4480, device='cuda:0')","tensor(92.3280, device='cuda:0')","tensor(85.9100, device='cuda:0')","tensor(99.8900, device='cuda:0')","tensor(99.4900, device='cuda:0')",32,"tensor(86.5500, device='cuda:0')",0,0.0
40,"tensor(0.2095, device='cuda:0')","tensor(0.4093, device='cuda:0')","tensor(92.6480, device='cuda:0')","tensor(86.9800, device='cuda:0')","tensor(99.9080, device='cuda:0')","tensor(99.3300, device='cuda:0')",40,"tensor(86.9800, device='cuda:0')",0,0.0
41,"tensor(0.2066, device='cuda:0')","tensor(0.4442, device='cuda:0')","tensor(92.7740, device='cuda:0')","tensor(86.4000, device='cuda:0')","tensor(99.8940, device='cuda:0')","tensor(99.3700, device='cuda:0')",40,"tensor(86.9800, device='cuda:0')",0,0.0
42,"tensor(0.2084, device='cuda:0')","tensor(0.4206, device='cuda:0')","tensor(92.8500, device='cuda:0')","tensor(86.9800, device='cuda:0')","tensor(99.8900, device='cuda:0')","tensor(99.3200, device='cuda:0')",40,"tensor(86.9800, device='cuda:0')",0,0.0
43,"tensor(0.2015, device='cuda:0')","tensor(0.4213, device='cuda:0')","tensor(93.0820, device='cuda:0')","tensor(86.8300, device='cuda:0')","tensor(99.9160, device='cuda:0')","tensor(99.4500, device='cuda:0')",40,"tensor(86.9800, device='cuda:0')",0,0.0
44,"tensor(0.1984, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(93.0140, device='cuda:0')","tensor(87.3800, device='cuda:0')","tensor(99.8940, device='cuda:0')","tensor(99.5100, device='cuda:0')",44,"tensor(87.3800, device='cuda:0')",0,0.0
45,"tensor(0.1944, device='cuda:0')","tensor(0.3936, device='cuda:0')","tensor(93.0740, device='cuda:0')","tensor(87.9600, device='cuda:0')","tensor(99.9280, device='cuda:0')","tensor(99.4900, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
46,"tensor(0.1872, device='cuda:0')","tensor(0.4249, device='cuda:0')","tensor(93.4500, device='cuda:0')","tensor(87.3100, device='cuda:0')","tensor(99.9060, device='cuda:0')","tensor(99.4600, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
47,"tensor(0.1864, device='cuda:0')","tensor(0.4110, device='cuda:0')","tensor(93.4480, device='cuda:0')","tensor(87.5700, device='cuda:0')","tensor(99.9200, device='cuda:0')","tensor(99.4000, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
48,"tensor(0.1816, device='cuda:0')","tensor(0.4307, device='cuda:0')","tensor(93.4740, device='cuda:0')","tensor(86.9400, device='cuda:0')","tensor(99.9340, device='cuda:0')","tensor(99.4600, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
49,"tensor(0.1813, device='cuda:0')","tensor(0.4293, device='cuda:0')","tensor(93.6520, device='cuda:0')","tensor(87.1400, device='cuda:0')","tensor(99.9080, device='cuda:0')","tensor(99.4700, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
50,"tensor(0.1785, device='cuda:0')","tensor(0.4465, device='cuda:0')","tensor(93.5880, device='cuda:0')","tensor(87.0300, device='cuda:0')","tensor(99.9440, device='cuda:0')","tensor(99.2900, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
51,"tensor(0.1700, device='cuda:0')","tensor(0.4660, device='cuda:0')","tensor(94.0260, device='cuda:0')","tensor(86.3500, device='cuda:0')","tensor(99.9320, device='cuda:0')","tensor(99.2400, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
52,"tensor(0.1667, device='cuda:0')","tensor(0.4334, device='cuda:0')","tensor(94.3440, device='cuda:0')","tensor(87.1600, device='cuda:0')","tensor(99.9480, device='cuda:0')","tensor(99.5200, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
53,"tensor(0.1686, device='cuda:0')","tensor(0.4161, device='cuda:0')","tensor(94.0820, device='cuda:0')","tensor(87.7700, device='cuda:0')","tensor(99.9500, device='cuda:0')","tensor(99.4700, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
54,"tensor(0.1639, device='cuda:0')","tensor(0.4238, device='cuda:0')","tensor(94.1980, device='cuda:0')","tensor(87.4900, device='cuda:0')","tensor(99.9520, device='cuda:0')","tensor(99.4100, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
55,"tensor(0.1641, device='cuda:0')","tensor(0.4363, device='cuda:0')","tensor(94.2180, device='cuda:0')","tensor(87.0800, device='cuda:0')","tensor(99.9340, device='cuda:0')","tensor(99.5300, device='cuda:0')",45,"tensor(87.9600, device='cuda:0')",0,0.0
56,"tensor(0.1579, device='cuda:0')","tensor(0.4006, device='cuda:0')","tensor(94.3000, device='cuda:0')","tensor(88.0500, device='cuda:0')","tensor(99.9540, device='cuda:0')","tensor(99.5600, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
57,"tensor(0.1527, device='cuda:0')","tensor(0.4315, device='cuda:0')","tensor(94.7100, device='cuda:0')","tensor(87.7300, device='cuda:0')","tensor(99.9520, device='cuda:0')","tensor(99.4500, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
58,"tensor(0.1511, device='cuda:0')","tensor(0.4139, device='cuda:0')","tensor(94.7060, device='cuda:0')","tensor(87.9500, device='cuda:0')","tensor(99.9600, device='cuda:0')","tensor(99.4500, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
59,"tensor(0.1493, device='cuda:0')","tensor(0.4231, device='cuda:0')","tensor(94.7700, device='cuda:0')","tensor(87.6800, device='cuda:0')","tensor(99.9580, device='cuda:0')","tensor(99.3100, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
60,"tensor(0.1475, device='cuda:0')","tensor(0.4466, device='cuda:0')","tensor(94.9280, device='cuda:0')","tensor(87.0100, device='cuda:0')","tensor(99.9400, device='cuda:0')","tensor(99.5400, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
61,"tensor(0.1483, device='cuda:0')","tensor(0.4539, device='cuda:0')","tensor(94.7780, device='cuda:0')","tensor(87.1200, device='cuda:0')","tensor(99.9620, device='cuda:0')","tensor(99.5300, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
62,"tensor(0.1427, device='cuda:0')","tensor(0.4416, device='cuda:0')","tensor(95.0580, device='cuda:0')","tensor(87.2400, device='cuda:0')","tensor(99.9620, device='cuda:0')","tensor(99.3800, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
63,"tensor(0.1360, device='cuda:0')","tensor(0.4365, device='cuda:0')","tensor(95.1060, device='cuda:0')","tensor(87.5900, device='cuda:0')","tensor(99.9760, device='cuda:0')","tensor(99.4400, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
64,"tensor(0.1375, device='cuda:0')","tensor(0.4438, device='cuda:0')","tensor(95.0720, device='cuda:0')","tensor(87.6300, device='cuda:0')","tensor(99.9780, device='cuda:0')","tensor(99.3700, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
65,"tensor(0.1341, device='cuda:0')","tensor(0.4460, device='cuda:0')","tensor(95.3140, device='cuda:0')","tensor(87.8300, device='cuda:0')","tensor(99.9740, device='cuda:0')","tensor(99.3100, device='cuda:0')",56,"tensor(88.0500, device='cuda:0')",0,0.0
66,"tensor(0.1332, device='cuda:0')","tensor(0.4314, device='cuda:0')","tensor(95.2380, device='cuda:0')","tensor(88.0700, device='cuda:0')","tensor(99.9760, device='cuda:0')","tensor(99.5400, device='cuda:0')",66,"tensor(88.0700, device='cuda:0')",0,0.0
67,"tensor(0.1300, device='cuda:0')","tensor(0.4466, device='cuda:0')","tensor(95.3900, device='cuda:0')","tensor(87.3100, device='cuda:0')","tensor(99.9640, device='cuda:0')","tensor(99.5100, device='cuda:0')",66,"tensor(88.0700, device='cuda:0')",0,0.0
68,"tensor(0.1286, device='cuda:0')","tensor(0.4468, device='cuda:0')","tensor(95.5440, device='cuda:0')","tensor(87.1400, device='cuda:0')","tensor(99.9820, device='cuda:0')","tensor(99.4500, device='cuda:0')",66,"tensor(88.0700, device='cuda:0')",0,0.0
69,"tensor(0.1282, device='cuda:0')","tensor(0.4348, device='cuda:0')","tensor(95.4940, device='cuda:0')","tensor(88.1900, device='cuda:0')","tensor(99.9800, device='cuda:0')","tensor(99.5400, device='cuda:0')",69,"tensor(88.1900, device='cuda:0')",0,0.0
70,"tensor(0.1212, device='cuda:0')","tensor(0.4213, device='cuda:0')","tensor(95.7640, device='cuda:0')","tensor(88.2100, device='cuda:0')","tensor(99.9840, device='cuda:0')","tensor(99.3500, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
71,"tensor(0.1228, device='cuda:0')","tensor(0.4472, device='cuda:0')","tensor(95.7060, device='cuda:0')","tensor(87.2900, device='cuda:0')","tensor(99.9840, device='cuda:0')","tensor(99.3200, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
72,"tensor(0.1197, device='cuda:0')","tensor(0.4237, device='cuda:0')","tensor(95.8380, device='cuda:0')","tensor(88.2000, device='cuda:0')","tensor(99.9820, device='cuda:0')","tensor(99.5500, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
73,"tensor(0.1190, device='cuda:0')","tensor(0.4541, device='cuda:0')","tensor(95.7940, device='cuda:0')","tensor(88.2100, device='cuda:0')","tensor(99.9760, device='cuda:0')","tensor(99.3000, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
74,"tensor(0.1161, device='cuda:0')","tensor(0.4362, device='cuda:0')","tensor(95.9520, device='cuda:0')","tensor(88.1400, device='cuda:0')","tensor(99.9820, device='cuda:0')","tensor(99.4100, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
75,"tensor(0.1123, device='cuda:0')","tensor(0.4216, device='cuda:0')","tensor(96.0900, device='cuda:0')","tensor(88.1400, device='cuda:0')","tensor(99.9820, device='cuda:0')","tensor(99.4800, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
76,"tensor(0.1128, device='cuda:0')","tensor(0.4378, device='cuda:0')","tensor(96.1280, device='cuda:0')","tensor(87.6900, device='cuda:0')","tensor(99.9820, device='cuda:0')","tensor(99.4800, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
77,"tensor(0.1133, device='cuda:0')","tensor(0.4502, device='cuda:0')","tensor(95.9300, device='cuda:0')","tensor(87.6300, device='cuda:0')","tensor(99.9840, device='cuda:0')","tensor(99.3000, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
78,"tensor(0.1073, device='cuda:0')","tensor(0.4513, device='cuda:0')","tensor(96.3040, device='cuda:0')","tensor(88.2000, device='cuda:0')","tensor(99.9880, device='cuda:0')","tensor(99.5000, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
79,"tensor(0.1067, device='cuda:0')","tensor(0.4710, device='cuda:0')","tensor(96.2740, device='cuda:0')","tensor(87.7300, device='cuda:0')","tensor(99.9860, device='cuda:0')","tensor(99.4600, device='cuda:0')",70,"tensor(88.2100, device='cuda:0')",0,0.0
80,"tensor(0.1117, device='cuda:0')","tensor(0.4249, device='cuda:0')","tensor(96.0960, device='cuda:0')","tensor(88.4300, device='cuda:0')","tensor(99.9880, device='cuda:0')","tensor(99.2600, device='cuda:0')",80,"tensor(88.4300, device='cuda:0')",0,0.0
81,"tensor(0.1063, device='cuda:0')","tensor(0.4407, device='cuda:0')","tensor(96.2680, device='cuda:0')","tensor(88.1500, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(99.4700, device='cuda:0')",80,"tensor(88.4300, device='cuda:0')",0,0.0
82,"tensor(0.0808, device='cuda:0')","tensor(0.4122, device='cuda:0')","tensor(97.2580, device='cuda:0')","tensor(88.9800, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(99.5400, device='cuda:0')",82,"tensor(88.9800, device='cuda:0')",0,0.0
83,"tensor(0.0699, device='cuda:0')","tensor(0.4208, device='cuda:0')","tensor(97.6820, device='cuda:0')","tensor(89.1200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.4700, device='cuda:0')",83,"tensor(89.1200, device='cuda:0')",0,0.0
84,"tensor(0.0657, device='cuda:0')","tensor(0.4345, device='cuda:0')","tensor(97.7960, device='cuda:0')","tensor(89.0400, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(99.4600, device='cuda:0')",83,"tensor(89.1200, device='cuda:0')",0,0.0
85,"tensor(0.0633, device='cuda:0')","tensor(0.4385, device='cuda:0')","tensor(97.8760, device='cuda:0')","tensor(89.1100, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.5400, device='cuda:0')",83,"tensor(89.1200, device='cuda:0')",0,0.0
86,"tensor(0.0627, device='cuda:0')","tensor(0.4287, device='cuda:0')","tensor(97.8860, device='cuda:0')","tensor(89.2600, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.5700, device='cuda:0')",86,"tensor(89.2600, device='cuda:0')",0,0.0
87,"tensor(0.0617, device='cuda:0')","tensor(0.4297, device='cuda:0')","tensor(97.9100, device='cuda:0')","tensor(89.2100, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(99.5300, device='cuda:0')",86,"tensor(89.2600, device='cuda:0')",0,0.0
88,"tensor(0.0576, device='cuda:0')","tensor(0.4286, device='cuda:0')","tensor(98.0780, device='cuda:0')","tensor(89.7300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.4500, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
89,"tensor(0.0589, device='cuda:0')","tensor(0.4542, device='cuda:0')","tensor(98.0520, device='cuda:0')","tensor(89.1000, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.5000, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
90,"tensor(0.0581, device='cuda:0')","tensor(0.4514, device='cuda:0')","tensor(98.0500, device='cuda:0')","tensor(89.1000, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.4700, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
91,"tensor(0.0600, device='cuda:0')","tensor(0.4419, device='cuda:0')","tensor(97.9640, device='cuda:0')","tensor(89.1700, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.4600, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
92,"tensor(0.0548, device='cuda:0')","tensor(0.4514, device='cuda:0')","tensor(98.1760, device='cuda:0')","tensor(88.8900, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.4800, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
93,"tensor(0.0541, device='cuda:0')","tensor(0.4530, device='cuda:0')","tensor(98.1540, device='cuda:0')","tensor(88.9500, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.3900, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
94,"tensor(0.0527, device='cuda:0')","tensor(0.4577, device='cuda:0')","tensor(98.1960, device='cuda:0')","tensor(88.9100, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.4000, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
95,"tensor(0.0554, device='cuda:0')","tensor(0.4504, device='cuda:0')","tensor(98.1240, device='cuda:0')","tensor(89.2600, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.4700, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
96,"tensor(0.0523, device='cuda:0')","tensor(0.4527, device='cuda:0')","tensor(98.2520, device='cuda:0')","tensor(88.9700, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.5600, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
97,"tensor(0.0529, device='cuda:0')","tensor(0.4540, device='cuda:0')","tensor(98.2420, device='cuda:0')","tensor(89.0300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.4300, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
98,"tensor(0.0538, device='cuda:0')","tensor(0.4516, device='cuda:0')","tensor(98.2120, device='cuda:0')","tensor(89.3100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.4200, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
99,"tensor(0.0508, device='cuda:0')","tensor(0.4732, device='cuda:0')","tensor(98.3220, device='cuda:0')","tensor(88.8100, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(99.5200, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
100,"tensor(0.0515, device='cuda:0')","tensor(0.4675, device='cuda:0')","tensor(98.2560, device='cuda:0')","tensor(88.9800, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(99.4500, device='cuda:0')",88,"tensor(89.7300, device='cuda:0')",0,0.0
