epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
373,"tensor(0.0494, device='cuda:0')","tensor(0.4050, device='cuda:0')","tensor(1.5420, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
374,"tensor(0.0501, device='cuda:0')","tensor(0.4040, device='cuda:0')","tensor(1.5660, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
375,"tensor(0.0497, device='cuda:0')","tensor(0.4039, device='cuda:0')","tensor(1.5780, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
376,"tensor(0.0483, device='cuda:0')","tensor(0.4049, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(9.9700, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
377,"tensor(0.0488, device='cuda:0')","tensor(0.4056, device='cuda:0')","tensor(1.5980, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
378,"tensor(0.0500, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.5940, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.3700, device='cuda:0')"
379,"tensor(0.0486, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.5660, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
380,"tensor(0.0503, device='cuda:0')","tensor(0.4060, device='cuda:0')","tensor(1.5760, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
381,"tensor(0.0496, device='cuda:0')","tensor(0.4051, device='cuda:0')","tensor(1.6440, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
382,"tensor(0.0491, device='cuda:0')","tensor(0.4019, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3500, device='cuda:0')"
383,"tensor(0.0487, device='cuda:0')","tensor(0.4053, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3600, device='cuda:0')"
384,"tensor(0.0497, device='cuda:0')","tensor(0.4030, device='cuda:0')","tensor(1.5900, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
385,"tensor(0.0477, device='cuda:0')","tensor(0.4050, device='cuda:0')","tensor(1.4740, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
386,"tensor(0.0496, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5720, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
387,"tensor(0.0483, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.5380, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
388,"tensor(0.0484, device='cuda:0')","tensor(0.4050, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
389,"tensor(0.0490, device='cuda:0')","tensor(0.4064, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
390,"tensor(0.0482, device='cuda:0')","tensor(0.4054, device='cuda:0')","tensor(1.5000, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3900, device='cuda:0')"
391,"tensor(0.0500, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.6440, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
392,"tensor(0.0472, device='cuda:0')","tensor(0.4039, device='cuda:0')","tensor(1.4400, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.4100, device='cuda:0')"
393,"tensor(0.0473, device='cuda:0')","tensor(0.4074, device='cuda:0')","tensor(1.4820, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3600, device='cuda:0')"
394,"tensor(0.0473, device='cuda:0')","tensor(0.4076, device='cuda:0')","tensor(1.4440, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3500, device='cuda:0')"
395,"tensor(0.0491, device='cuda:0')","tensor(0.4057, device='cuda:0')","tensor(1.5100, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
396,"tensor(0.0484, device='cuda:0')","tensor(0.4044, device='cuda:0')","tensor(1.4880, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3400, device='cuda:0')"
397,"tensor(0.0498, device='cuda:0')","tensor(0.4055, device='cuda:0')","tensor(1.6160, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3700, device='cuda:0')"
398,"tensor(0.0492, device='cuda:0')","tensor(0.4089, device='cuda:0')","tensor(1.5860, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
399,"tensor(0.0490, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.5360, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
400,"tensor(0.0497, device='cuda:0')","tensor(0.4032, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3400, device='cuda:0')"
401,"tensor(0.0486, device='cuda:0')","tensor(0.4038, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
402,"tensor(0.0487, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.5340, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3700, device='cuda:0')"
403,"tensor(0.0505, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.6420, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3800, device='cuda:0')"
404,"tensor(0.0496, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.5960, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
405,"tensor(0.0483, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3700, device='cuda:0')"
406,"tensor(0.0493, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.5580, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3400, device='cuda:0')"
407,"tensor(0.0497, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.6940, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
408,"tensor(0.0494, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.5380, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3800, device='cuda:0')"
409,"tensor(0.0494, device='cuda:0')","tensor(0.4063, device='cuda:0')","tensor(1.6000, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
410,"tensor(0.0501, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.6060, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
411,"tensor(0.0494, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.6000, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
412,"tensor(0.0488, device='cuda:0')","tensor(0.4078, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
413,"tensor(0.0483, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.5540, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3700, device='cuda:0')"
414,"tensor(0.0478, device='cuda:0')","tensor(0.4068, device='cuda:0')","tensor(1.5080, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
415,"tensor(0.0481, device='cuda:0')","tensor(0.4052, device='cuda:0')","tensor(1.5500, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
416,"tensor(0.0493, device='cuda:0')","tensor(0.4064, device='cuda:0')","tensor(1.5120, device='cuda:0')","tensor(9.9500, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3700, device='cuda:0')"
417,"tensor(0.0480, device='cuda:0')","tensor(0.4054, device='cuda:0')","tensor(1.5160, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
418,"tensor(0.0501, device='cuda:0')","tensor(0.4095, device='cuda:0')","tensor(1.6140, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
419,"tensor(0.0495, device='cuda:0')","tensor(0.4047, device='cuda:0')","tensor(1.5220, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
420,"tensor(0.0503, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.6000, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
421,"tensor(0.0481, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.5420, device='cuda:0')","tensor(9.9700, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
422,"tensor(0.0482, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.5000, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3400, device='cuda:0')"
423,"tensor(0.0487, device='cuda:0')","tensor(0.4053, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
424,"tensor(0.0490, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
425,"tensor(0.0487, device='cuda:0')","tensor(0.4075, device='cuda:0')","tensor(1.4800, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3900, device='cuda:0')"
426,"tensor(0.0479, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.4500, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3400, device='cuda:0')"
427,"tensor(0.0479, device='cuda:0')","tensor(0.4057, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(9.9600, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
428,"tensor(0.0467, device='cuda:0')","tensor(0.4084, device='cuda:0')","tensor(1.4800, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
429,"tensor(0.0479, device='cuda:0')","tensor(0.4063, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
430,"tensor(0.0482, device='cuda:0')","tensor(0.4078, device='cuda:0')","tensor(1.5260, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3500, device='cuda:0')"
431,"tensor(0.0497, device='cuda:0')","tensor(0.4074, device='cuda:0')","tensor(1.6000, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3400, device='cuda:0')"
432,"tensor(0.0492, device='cuda:0')","tensor(0.4075, device='cuda:0')","tensor(1.5900, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
433,"tensor(0.0482, device='cuda:0')","tensor(0.4064, device='cuda:0')","tensor(1.5100, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
434,"tensor(0.0498, device='cuda:0')","tensor(0.4043, device='cuda:0')","tensor(1.5920, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3500, device='cuda:0')"
435,"tensor(0.0496, device='cuda:0')","tensor(0.4074, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
436,"tensor(0.0472, device='cuda:0')","tensor(0.4085, device='cuda:0')","tensor(1.4060, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
437,"tensor(0.0473, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.5360, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
438,"tensor(0.0482, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.4960, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.3600, device='cuda:0')"
439,"tensor(0.0476, device='cuda:0')","tensor(0.4068, device='cuda:0')","tensor(1.4880, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
440,"tensor(0.0492, device='cuda:0')","tensor(0.4087, device='cuda:0')","tensor(1.5580, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
441,"tensor(0.0475, device='cuda:0')","tensor(0.4090, device='cuda:0')","tensor(1.4960, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
442,"tensor(0.0488, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.5400, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
443,"tensor(0.0496, device='cuda:0')","tensor(0.4071, device='cuda:0')","tensor(1.5760, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
444,"tensor(0.0491, device='cuda:0')","tensor(0.4077, device='cuda:0')","tensor(1.6040, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
445,"tensor(0.0471, device='cuda:0')","tensor(0.4085, device='cuda:0')","tensor(1.4620, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.4000, device='cuda:0')"
446,"tensor(0.0497, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.6140, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
447,"tensor(0.0478, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.5160, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
448,"tensor(0.0477, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.5120, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
449,"tensor(0.0491, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
450,"tensor(0.0473, device='cuda:0')","tensor(0.4063, device='cuda:0')","tensor(1.5120, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
451,"tensor(0.0478, device='cuda:0')","tensor(0.4079, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(10.1500, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
452,"tensor(0.0480, device='cuda:0')","tensor(0.4084, device='cuda:0')","tensor(1.5860, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3700, device='cuda:0')"
453,"tensor(0.0497, device='cuda:0')","tensor(0.4076, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(9.9600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
454,"tensor(0.0482, device='cuda:0')","tensor(0.4093, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.3500, device='cuda:0')"
455,"tensor(0.0476, device='cuda:0')","tensor(0.4093, device='cuda:0')","tensor(1.5680, device='cuda:0')","tensor(10.1800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
456,"tensor(0.0487, device='cuda:0')","tensor(0.4079, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
457,"tensor(0.0471, device='cuda:0')","tensor(0.4070, device='cuda:0')","tensor(1.4460, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
458,"tensor(0.0496, device='cuda:0')","tensor(0.4062, device='cuda:0')","tensor(1.6180, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
459,"tensor(0.0486, device='cuda:0')","tensor(0.4070, device='cuda:0')","tensor(1.5620, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.4100, device='cuda:0')"
460,"tensor(0.0484, device='cuda:0')","tensor(0.4093, device='cuda:0')","tensor(1.5420, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3400, device='cuda:0')"
461,"tensor(0.0494, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.6080, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
462,"tensor(0.0483, device='cuda:0')","tensor(0.4109, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
463,"tensor(0.0473, device='cuda:0')","tensor(0.4068, device='cuda:0')","tensor(1.4640, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
464,"tensor(0.0485, device='cuda:0')","tensor(0.4061, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
465,"tensor(0.0485, device='cuda:0')","tensor(0.4080, device='cuda:0')","tensor(1.4980, device='cuda:0')","tensor(9.9600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
466,"tensor(0.0483, device='cuda:0')","tensor(0.4099, device='cuda:0')","tensor(1.4880, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.4000, device='cuda:0')"
467,"tensor(0.0482, device='cuda:0')","tensor(0.4088, device='cuda:0')","tensor(1.4460, device='cuda:0')","tensor(9.9600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
468,"tensor(0.0475, device='cuda:0')","tensor(0.4086, device='cuda:0')","tensor(1.4960, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
469,"tensor(0.0479, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.5380, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
470,"tensor(0.0480, device='cuda:0')","tensor(0.4069, device='cuda:0')","tensor(1.4860, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
471,"tensor(0.0470, device='cuda:0')","tensor(0.4100, device='cuda:0')","tensor(1.5000, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
472,"tensor(0.0489, device='cuda:0')","tensor(0.4074, device='cuda:0')","tensor(1.5620, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
473,"tensor(0.0481, device='cuda:0')","tensor(0.4084, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
474,"tensor(0.0482, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
475,"tensor(0.0493, device='cuda:0')","tensor(0.4094, device='cuda:0')","tensor(1.6300, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3400, device='cuda:0')"
476,"tensor(0.0491, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
477,"tensor(0.0490, device='cuda:0')","tensor(0.4102, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3500, device='cuda:0')"
478,"tensor(0.0481, device='cuda:0')","tensor(0.4095, device='cuda:0')","tensor(1.5300, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
479,"tensor(0.0485, device='cuda:0')","tensor(0.4080, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
480,"tensor(0.0476, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(1.4860, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3300, device='cuda:0')"
481,"tensor(0.0488, device='cuda:0')","tensor(0.4079, device='cuda:0')","tensor(1.5620, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
482,"tensor(0.0481, device='cuda:0')","tensor(0.4076, device='cuda:0')","tensor(1.5300, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
483,"tensor(0.0471, device='cuda:0')","tensor(0.4111, device='cuda:0')","tensor(1.4780, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3800, device='cuda:0')"
484,"tensor(0.0474, device='cuda:0')","tensor(0.4094, device='cuda:0')","tensor(1.5320, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3900, device='cuda:0')"
485,"tensor(0.0468, device='cuda:0')","tensor(0.4102, device='cuda:0')","tensor(1.4840, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3700, device='cuda:0')"
486,"tensor(0.0489, device='cuda:0')","tensor(0.4084, device='cuda:0')","tensor(1.6380, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
487,"tensor(0.0487, device='cuda:0')","tensor(0.4107, device='cuda:0')","tensor(1.5080, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
488,"tensor(0.0483, device='cuda:0')","tensor(0.4088, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3500, device='cuda:0')"
489,"tensor(0.0475, device='cuda:0')","tensor(0.4081, device='cuda:0')","tensor(1.4780, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3700, device='cuda:0')"
490,"tensor(0.0485, device='cuda:0')","tensor(0.4079, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
491,"tensor(0.0486, device='cuda:0')","tensor(0.4097, device='cuda:0')","tensor(1.5260, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
492,"tensor(0.0488, device='cuda:0')","tensor(0.4082, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
493,"tensor(0.0490, device='cuda:0')","tensor(0.4094, device='cuda:0')","tensor(1.5940, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
494,"tensor(0.0475, device='cuda:0')","tensor(0.4101, device='cuda:0')","tensor(1.5440, device='cuda:0')","tensor(9.9200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.4100, device='cuda:0')"
495,"tensor(0.0482, device='cuda:0')","tensor(0.4077, device='cuda:0')","tensor(1.5440, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
496,"tensor(0.0478, device='cuda:0')","tensor(0.4061, device='cuda:0')","tensor(1.5300, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
497,"tensor(0.0482, device='cuda:0')","tensor(0.4065, device='cuda:0')","tensor(1.5620, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
